Program,Department,High School GPA,SAT Score,ACT Score,Advanced Coursework (0-10),STEM Extracurriculars (0-10),Leadership Experience (0-10),Letters of Recommendation (0-10),Personal Statement Quality (0-10),Diversity/Inclusion Contribution (0-10),Transfer Student GPA,Admission Status
Environmental Engineering,Mechanical Engineering,2.98,882,1,4,10,7,3,4,1,1.56,No
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",2.46,1156,35,9,5,8,8,0,7,3.65,Yes
Environmental Engineering,Information Systems,1.53,1377,16,7,10,4,10,2,3,1.21,Yes
Electrical Engineering,Computer Science and Electrical Engineering,2.22,1059,8,6,10,8,3,4,4,2.75,Yes
Cybersecurity Informatics,Mechanical Engineering,2.9,1469,21,10,10,7,6,10,8,2.75,Yes
Information Systems,Mechanical Engineering,3.77,950,5,4,2,1,7,10,0,2.85,Yes
Environmental Engineering,Biological Sciences (in collaboration with COEIT),3.09,1588,31,9,9,0,9,4,0,2.72,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),1.26,1318,26,2,6,3,7,8,1,3.53,Yes
Computer Science,"Chemical, Biochemical & Environmental Engineering",2.69,1387,1,4,0,1,8,2,5,2.38,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",3.66,904,23,10,1,2,0,4,10,3.42,Yes
Environmental Engineering,Information Systems,2.08,1002,13,10,5,6,6,1,1,2.69,No
Computer Engineering,Mechanical Engineering,0.38,1357,32,0,8,9,4,1,7,3.53,Yes
Information Systems,Computer Science and Electrical Engineering,2.56,1005,5,2,1,4,8,4,7,2.91,No
Cybersecurity Informatics,Information Systems,2.42,994,20,1,3,2,4,8,3,1.83,Yes
Computer Science,Information Systems,0.54,1122,28,0,10,1,1,1,2,1.08,No
Mechanical Engineering,Information Systems,0.96,1411,7,4,4,8,4,7,4,3.64,Yes
Electrical Engineering,Computer Science and Electrical Engineering,2.69,1557,13,0,1,6,8,2,5,0.53,Yes
Information Systems,Information Systems,3.89,1414,32,1,7,8,0,2,8,3.48,Yes
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),0.7,1015,18,0,2,3,6,1,9,2.61,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),2.46,1480,8,9,3,2,2,3,6,2.44,Yes
Mechanical Engineering,Biological Sciences (in collaboration with COEIT),1.9,831,29,7,8,9,9,6,10,2.15,Yes
Computer Science,Information Systems,1.36,1533,20,7,9,2,3,4,2,1.17,Yes
Information Systems,Information Systems,3.66,1475,26,0,4,2,3,2,8,2.43,No
Computer Science,Mechanical Engineering,3.75,1253,18,6,2,0,9,10,5,1.91,Yes
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",0.65,869,2,2,6,9,1,7,10,1.6,No
Electrical Engineering,Mechanical Engineering,2.83,1495,24,2,10,7,2,7,1,2.57,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),3.1,1418,8,1,10,6,2,7,1,0.33,Yes
Computer Science,"Chemical, Biochemical & Environmental Engineering",3.69,1379,22,1,0,3,6,3,4,2.42,Yes
Electrical Engineering,Mechanical Engineering,0.29,867,34,9,2,1,9,2,1,3.99,Yes
Computer Science,Computer Science and Electrical Engineering,3.73,940,32,5,3,6,10,7,0,0.17,Yes
Computer Engineering,Computer Science and Electrical Engineering,0.99,1562,35,4,7,7,7,5,7,1.9,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.43,1034,25,5,5,0,7,6,5,1.81,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),3.31,1154,7,9,2,7,8,0,1,0.3,No
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",3.17,1291,14,2,10,1,1,10,9,1.97,Yes
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),1.18,1391,29,6,10,5,9,9,8,0.6,No
Mechanical Engineering,Computer Science and Electrical Engineering,3.04,823,7,10,8,7,7,5,10,3.29,Yes
Bioinformatics and Computational Biology,Information Systems,1.05,839,33,9,7,7,5,2,8,3.6,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),1.24,1463,17,3,9,8,3,6,7,3.3,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",3.27,1112,19,1,10,1,3,2,6,3.71,No
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),2.34,1165,25,6,0,1,8,1,0,2.59,Yes
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",1.21,1463,8,3,4,9,3,2,8,3.37,Yes
Information Systems,Information Systems,2.8,1029,12,0,10,4,1,9,10,2,Yes
Mechanical Engineering,Mechanical Engineering,3.43,1118,3,8,0,2,4,6,2,3.16,Yes
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",2.23,1299,31,10,9,7,1,0,2,3.79,No
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",0.87,946,8,0,8,10,4,8,10,1.52,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,2.32,1254,4,0,1,7,6,7,1,3.34,Yes
Computer Engineering,Computer Science and Electrical Engineering,2.34,1085,32,6,10,7,1,8,5,1.9,No
Mechanical Engineering,Information Systems,2.52,1400,7,6,3,10,8,2,8,2.45,Yes
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),3.12,999,14,8,0,7,0,8,7,3.53,No
Mechanical Engineering,Mechanical Engineering,3.92,1047,34,4,3,7,9,2,2,3.52,Yes
Computer Engineering,Mechanical Engineering,0.44,1294,5,1,8,4,10,4,3,2.97,No
Business Tech0logy Administration,Information Systems,0.77,1023,12,7,9,6,8,4,7,1.25,Yes
Chemical Engineering,Mechanical Engineering,3.26,1037,27,2,4,10,3,8,2,0.35,Yes
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),2.12,1419,21,4,4,0,2,0,3,3.95,No
Mechanical Engineering,Computer Science and Electrical Engineering,2.98,1503,13,5,1,0,9,1,8,2.27,Yes
Chemical Engineering,Information Systems,1.66,1552,25,2,9,7,2,10,8,0.44,Yes
Electrical Engineering,Mechanical Engineering,3.36,1287,34,5,10,4,8,5,8,3.84,No
Environmental Engineering,Information Systems,1.68,1408,17,4,5,3,10,4,10,1.83,No
Cybersecurity Informatics,Information Systems,3.79,1540,21,10,0,6,6,3,9,3.85,No
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",1.56,1577,15,6,9,7,1,2,6,1.46,Yes
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",1.13,1557,26,9,0,9,2,0,10,3.64,Yes
Chemical Engineering,Information Systems,0.41,1463,33,1,3,6,0,8,1,3.41,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",3.39,1027,35,7,6,8,4,0,4,1.89,No
Business Tech0logy Administration,Mechanical Engineering,3.8,1442,26,5,4,8,4,6,9,1.25,No
Information Systems,Information Systems,3.58,1358,12,0,2,9,8,4,6,2.96,Yes
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",3.04,1540,22,10,8,8,9,1,3,3.4,No
Business Tech0logy Administration,Mechanical Engineering,1.73,1274,10,10,8,8,2,3,8,0.17,No
Business Tech0logy Administration,Computer Science and Electrical Engineering,1.23,1399,9,1,2,8,5,9,10,0.9,Yes
Computer Engineering,Computer Science and Electrical Engineering,1.14,1519,34,2,8,0,8,10,7,1.72,No
Business Tech0logy Administration,Information Systems,3.04,1151,21,2,2,10,2,1,7,0.83,Yes
Electrical Engineering,Biological Sciences (in collaboration with COEIT),1.38,852,33,9,5,4,6,6,9,1.09,Yes
Chemical Engineering,Mechanical Engineering,3.14,1519,10,2,1,9,1,3,8,2.06,Yes
Computer Engineering,Information Systems,3.93,1256,7,10,1,0,5,7,8,1.53,Yes
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",0.76,1105,28,4,5,5,10,0,1,3.74,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,0.46,1583,18,8,4,6,6,8,4,3.37,No
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",0.48,1059,15,5,4,10,7,7,0,0.83,Yes
Computer Engineering,Mechanical Engineering,0.24,1296,30,8,6,4,1,6,4,3.79,No
Computer Engineering,Information Systems,2.76,823,25,2,0,1,0,7,7,0.87,Yes
Information Systems,Computer Science and Electrical Engineering,2.37,1038,30,8,5,8,7,3,6,2.39,Yes
Chemical Engineering,Mechanical Engineering,2.26,958,16,3,8,7,6,6,7,1.23,No
Electrical Engineering,Computer Science and Electrical Engineering,2.33,1143,10,6,4,0,7,4,7,1.14,Yes
Computer Engineering,Computer Science and Electrical Engineering,0.28,1175,25,0,9,7,2,6,4,2.16,Yes
Bioinformatics and Computational Biology,Information Systems,1.17,887,12,9,9,0,6,4,5,3.79,Yes
Mechanical Engineering,Information Systems,1.06,1050,1,2,6,10,6,1,10,1.68,No
Chemical Engineering,Biological Sciences (in collaboration with COEIT),1.92,887,9,3,2,4,3,9,1,1.13,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),3.52,1155,20,7,9,9,10,9,3,1,Yes
Mechanical Engineering,Biological Sciences (in collaboration with COEIT),3.89,959,18,0,7,6,8,4,2,1.24,Yes
Cybersecurity Informatics,Biological Sciences (in collaboration with COEIT),2.45,878,29,6,10,5,4,2,9,1.78,Yes
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",0.99,1269,12,3,0,1,7,4,4,3.49,No
Information Systems,Biological Sciences (in collaboration with COEIT),1.52,1114,32,10,9,2,9,4,4,1.26,Yes
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",1.3,1281,12,2,6,5,4,5,8,1.09,Yes
Computer Science,Computer Science and Electrical Engineering,0.82,1542,12,7,5,2,1,7,10,2.3,Yes
Cybersecurity Informatics,"Chemical, Biochemical & Environmental Engineering",3.91,1323,33,4,10,0,1,7,6,2.36,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,0.53,1584,32,5,9,1,9,1,0,1.78,Yes
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),2.27,1544,33,1,5,8,4,5,6,0.76,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",3.19,1417,24,0,0,10,3,7,0,0.76,Yes
Cybersecurity Informatics,Computer Science and Electrical Engineering,3.76,1222,31,6,1,2,8,9,8,2.08,No
Environmental Engineering,Biological Sciences (in collaboration with COEIT),0.8,1253,30,7,5,2,4,1,6,1.14,No
Electrical Engineering,Computer Science and Electrical Engineering,0.77,1552,26,2,1,4,1,4,7,0.61,Yes
Mechanical Engineering,Information Systems,1.99,952,2,5,3,0,6,1,8,0.11,No
Business Tech0logy Administration,Computer Science and Electrical Engineering,1.54,1046,17,0,5,10,8,9,1,0.54,Yes
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),1,1112,1,3,1,0,0,1,3,3.32,Yes
Computer Science,Mechanical Engineering,0.38,1081,31,1,5,0,10,2,10,0.62,Yes
Chemical Engineering,Information Systems,1.46,995,29,0,10,3,5,4,6,0.01,No
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",1.13,828,11,2,8,8,7,5,10,1.57,Yes
Mechanical Engineering,Information Systems,0.69,878,4,10,5,4,2,4,8,3.71,No
Chemical Engineering,Biological Sciences (in collaboration with COEIT),1.47,982,8,1,9,7,3,10,6,2.09,Yes
Electrical Engineering,Computer Science and Electrical Engineering,0.33,1537,21,4,6,10,3,7,1,0.04,Yes
Mechanical Engineering,Mechanical Engineering,3.67,1152,11,8,2,2,10,6,9,2.84,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),2.4,1391,12,7,3,9,5,4,1,1.6,No
Computer Engineering,Computer Science and Electrical Engineering,1.92,1351,26,1,3,3,8,7,10,3.07,No
Environmental Engineering,Biological Sciences (in collaboration with COEIT),0.52,1316,27,6,10,4,8,3,8,2.39,No
Cybersecurity Informatics,Mechanical Engineering,3.11,1299,34,10,0,1,8,3,5,0.56,No
Computer Engineering,Computer Science and Electrical Engineering,0.3,836,10,2,10,2,7,5,5,1.89,Yes
Chemical Engineering,Mechanical Engineering,3.94,873,9,5,8,0,5,4,2,2.22,Yes
Computer Science,Computer Science and Electrical Engineering,3.37,920,13,8,8,6,2,5,5,2,No
Chemical Engineering,Information Systems,1.88,1342,12,2,6,5,5,1,9,3.15,No
Environmental Engineering,Biological Sciences (in collaboration with COEIT),2.69,1561,17,9,1,10,5,0,2,3.4,No
Cybersecurity Informatics,"Chemical, Biochemical & Environmental Engineering",0.36,813,4,9,2,1,3,6,3,2.67,Yes
Cybersecurity Informatics,"Chemical, Biochemical & Environmental Engineering",1.95,1089,28,1,6,8,9,10,4,0.15,No
Electrical Engineering,Biological Sciences (in collaboration with COEIT),3.28,1364,20,1,0,2,3,1,0,1.41,Yes
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",0.31,1138,7,4,2,2,6,2,2,1.48,Yes
Environmental Engineering,Mechanical Engineering,0.87,1412,8,5,3,10,1,2,2,0.89,No
Computer Science,"Chemical, Biochemical & Environmental Engineering",3.11,1332,35,3,10,0,1,8,1,1.71,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),1.83,1207,29,5,4,9,10,3,4,0.75,Yes
Cybersecurity Informatics,Information Systems,2.66,1407,15,3,6,6,8,5,6,3.02,No
Computer Engineering,Biological Sciences (in collaboration with COEIT),3.27,1028,31,4,10,0,3,10,1,3.34,No
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),0.58,1584,12,6,8,7,2,7,0,3.74,Yes
Business Tech0logy Administration,Computer Science and Electrical Engineering,1.87,1027,21,5,1,10,1,5,1,0.06,Yes
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",2.25,958,16,1,5,1,7,5,10,2.16,No
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",2.46,849,32,8,1,2,0,9,4,0.84,Yes
Computer Science,Computer Science and Electrical Engineering,3.39,977,6,9,9,8,0,1,10,2.12,Yes
Business Tech0logy Administration,Mechanical Engineering,1.91,1098,24,4,1,10,4,7,5,0.28,No
Electrical Engineering,Mechanical Engineering,1.27,1328,32,8,9,9,7,10,9,3.06,Yes
Computer Engineering,Computer Science and Electrical Engineering,3.21,1509,18,4,10,7,9,0,7,1.18,Yes
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",3.59,1533,10,2,4,5,3,6,10,2.27,Yes
Computer Science,Mechanical Engineering,1.43,1458,29,6,4,6,7,8,8,3.19,No
Business Tech0logy Administration,Mechanical Engineering,2.91,989,9,7,10,0,8,8,4,1.74,No
Bioinformatics and Computational Biology,Information Systems,0.85,1351,13,4,0,0,0,9,3,3.97,Yes
Information Systems,Mechanical Engineering,0.36,836,27,8,7,10,4,2,1,3.22,Yes
Cybersecurity Informatics,"Chemical, Biochemical & Environmental Engineering",1.51,1406,8,2,7,10,5,0,10,1.69,No
Computer Science,Information Systems,1.63,1455,2,7,0,1,6,7,8,2.82,Yes
Computer Science,Information Systems,0.46,876,4,10,5,9,9,2,2,2.68,Yes
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",0.41,1262,10,1,8,5,8,7,0,0.17,Yes
Environmental Engineering,Computer Science and Electrical Engineering,2.82,1337,14,9,4,6,2,9,8,1.48,Yes
Computer Engineering,Biological Sciences (in collaboration with COEIT),2.88,1242,25,0,6,1,2,10,1,2.1,No
Computer Engineering,Mechanical Engineering,0.29,1276,14,6,5,2,7,6,7,1.66,No
Environmental Engineering,Computer Science and Electrical Engineering,2.03,1504,10,9,0,1,1,7,3,0.73,Yes
Computer Engineering,Biological Sciences (in collaboration with COEIT),2.24,1115,8,4,2,1,9,4,7,2.65,Yes
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",1.99,923,6,6,6,0,5,3,8,3.95,Yes
Computer Engineering,Mechanical Engineering,3.92,1234,5,2,7,0,4,8,2,1.36,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,1.83,1119,21,2,6,7,1,1,4,3.84,Yes
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),2.18,1281,23,0,0,10,1,2,7,3.03,No
Cybersecurity Informatics,"Chemical, Biochemical & Environmental Engineering",1.24,1180,19,2,2,9,10,1,7,1.31,Yes
Business Tech0logy Administration,Information Systems,1.01,1446,20,0,1,1,0,1,3,1.68,No
Information Systems,Information Systems,3.28,1504,10,3,3,9,1,3,1,2.51,Yes
Mechanical Engineering,Information Systems,3.71,991,18,9,2,7,1,5,5,2.99,No
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",1.29,945,20,4,8,8,5,3,5,2.99,No
Environmental Engineering,Biological Sciences (in collaboration with COEIT),3.39,1279,11,9,5,7,1,6,6,2.56,No
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",1.69,1278,15,8,5,3,2,7,4,0.45,Yes
Computer Science,Information Systems,2.1,1500,32,0,5,8,3,6,0,3.42,Yes
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",0.71,927,11,7,8,9,9,3,0,1.07,Yes
Bioinformatics and Computational Biology,Mechanical Engineering,2.34,1564,29,3,8,9,2,0,0,0.7,No
Cybersecurity Informatics,Biological Sciences (in collaboration with COEIT),3.81,1009,1,3,8,0,0,4,3,0.85,No
Business Tech0logy Administration,Mechanical Engineering,0.2,815,27,0,3,2,2,2,6,0.16,No
Computer Science,Information Systems,1.05,1244,35,7,5,2,9,6,7,2.94,Yes
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),2.78,1130,8,4,8,5,8,3,0,0.21,Yes
Computer Engineering,Mechanical Engineering,1.07,991,12,2,5,5,5,9,4,0.17,No
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",1.47,1085,28,4,7,6,2,4,4,0.01,No
Mechanical Engineering,Computer Science and Electrical Engineering,1.16,1544,19,6,7,9,1,8,6,0.02,Yes
Computer Science,"Chemical, Biochemical & Environmental Engineering",3.87,1437,29,8,4,9,10,2,0,2.72,Yes
Environmental Engineering,Information Systems,1.95,1403,18,10,2,6,10,8,7,1.98,No
Information Systems,Computer Science and Electrical Engineering,0.54,1449,34,8,5,8,8,0,3,2.69,No
Computer Science,Biological Sciences (in collaboration with COEIT),0.49,1386,19,6,4,9,5,10,10,0.93,Yes
Information Systems,Computer Science and Electrical Engineering,1.24,1430,24,8,2,5,9,3,7,2.88,No
Mechanical Engineering,Biological Sciences (in collaboration with COEIT),1.6,1291,34,8,5,1,1,1,7,1.25,Yes
Computer Engineering,Mechanical Engineering,1.16,869,32,2,3,4,8,6,1,1.99,No
Computer Science,Mechanical Engineering,2.2,1596,2,4,5,10,5,2,3,3.45,Yes
Information Systems,Mechanical Engineering,3.49,821,32,1,6,0,9,3,2,0.26,Yes
Information Systems,Mechanical Engineering,3.15,1197,8,9,0,2,10,6,1,3.42,No
Business Tech0logy Administration,Mechanical Engineering,2.32,1099,9,4,5,3,1,5,3,1.33,Yes
Computer Science,Computer Science and Electrical Engineering,2.9,862,23,6,7,10,6,10,3,0.98,Yes
Environmental Engineering,Biological Sciences (in collaboration with COEIT),2.65,1489,29,4,9,4,10,3,4,3.4,Yes
Bioinformatics and Computational Biology,Mechanical Engineering,0.26,1174,7,7,2,7,9,6,3,2.78,Yes
Computer Engineering,Mechanical Engineering,2.54,1436,5,9,1,3,9,9,6,1.18,Yes
Environmental Engineering,Biological Sciences (in collaboration with COEIT),3.49,819,32,1,6,7,1,5,0,2.79,No
Mechanical Engineering,Computer Science and Electrical Engineering,3.32,1249,3,5,9,7,6,7,0,3.61,No
Business Tech0logy Administration,Mechanical Engineering,1.88,1419,10,9,3,9,5,10,10,3.48,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,1.3,1144,29,5,6,6,6,10,2,3.22,No
Cybersecurity Informatics,Mechanical Engineering,1.51,1454,19,3,8,8,5,9,5,3.99,Yes
Cybersecurity Informatics,Computer Science and Electrical Engineering,2.26,1221,25,0,7,10,3,10,5,0.68,Yes
Bioinformatics and Computational Biology,Information Systems,1.64,1444,20,5,1,8,0,8,4,3,Yes
Chemical Engineering,Mechanical Engineering,1.39,1070,10,8,9,10,9,4,5,1.18,Yes
Mechanical Engineering,Mechanical Engineering,0.47,810,11,0,5,6,3,5,5,3.73,No
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",0.42,1294,14,5,2,10,0,8,8,0.32,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",0.12,1234,31,3,1,5,5,3,10,2.67,Yes
