Student ID,Interests,Career Goals,Matched Courses
865,Data Science,Robotics Engineer,"Environmental Engineering, Water Quality Control"
866,Biochemical Engineering,AI Specialist,"Software and Hardware Concepts, Data Structures"
867,Database Management,Environmental Engineer,"Introduction to Cybersecurity, Digital Forensics"
868,Cybersecurity,Environmental Engineer,"Introduction to Embedded Systems, Robotics"
869,"AI, Machine Learning",Data Scientist,"Data Mining for Business Intelligence, Machine Learning"
870,Robotics,Signal Processing Engineer,"Computer Science I, Computer Science II"
871,Cybersecurity,AI Specialist,"Biochemical Engineering, Process Design"
872,Database Management,AI Specialist,"Introduction to Embedded Systems, Robotics"
873,Software Development,Robotics Engineer,"Introduction to Embedded Systems, Robotics"
874,Robotics,Software Developer,"Data Mining for Business Intelligence, Machine Learning"
875,Signal Processing,Signal Processing Engineer,"Principles of Digital Design, VLSI Design"
876,Data Science,Embedded Systems Engineer,"Principles of Digital Design, VLSI Design"
877,Database Management,Software Developer,"Software and Hardware Concepts, Data Structures"
878,Environmental Engineering,Robotics Engineer,"Data Mining for Business Intelligence, Machine Learning"
879,Biochemical Engineering,Biochemical Engineer,"Introduction to Cybersecurity, Digital Forensics"
880,Database Management,Environmental Engineer,"Biochemical Engineering, Process Design"
881,Cybersecurity,Robotics Engineer,"Introduction to Embedded Systems, Robotics"
882,"AI, Machine Learning",Environmental Engineer,"Signal Processing, Analog and Digital Communication"
883,Data Science,Signal Processing Engineer,"Principles of Digital Design, VLSI Design"
884,Software Development,Signal Processing Engineer,"Environmental Engineering, Water Quality Control"
885,Environmental Engineering,Signal Processing Engineer,"Data Mining for Business Intelligence, Machine Learning"
886,Software Development,Database Administrator,"Introduction to Cybersecurity, Digital Forensics"
887,Embedded Systems,Data Scientist,"Computer Science I, Computer Science II"
888,"AI, Machine Learning",Robotics Engineer,"Introduction to Embedded Systems, Robotics"
889,Environmental Engineering,Software Developer,"Environmental Engineering, Water Quality Control"
890,Software Development,AI Specialist,"Computer Science I, Computer Science II"
891,Robotics,Environmental Engineer,"Biochemical Engineering, Process Design"
892,Embedded Systems,Biochemical Engineer,"Software and Hardware Concepts, Data Structures"
893,Software Development,Cybersecurity Analyst,"Software and Hardware Concepts, Data Structures"
894,Cybersecurity,Software Developer,"Database Management Systems, Systems Analysis and Design"
895,Robotics,Embedded Systems Engineer,"Computer Science I, Computer Science II"
896,Biochemical Engineering,Robotics Engineer,"Introduction to Embedded Systems, Robotics"
897,Software Development,Data Scientist,"Introduction to Embedded Systems, Robotics"
898,Cybersecurity,AI Specialist,"Signal Processing, Analog and Digital Communication"
899,Robotics,Biochemical Engineer,"Biochemical Engineering, Process Design"
900,Cybersecurity,AI Specialist,"Computer Science I, Computer Science II"
901,Signal Processing,Embedded Systems Engineer,"Software and Hardware Concepts, Data Structures"
902,Embedded Systems,Cybersecurity Analyst,"Introduction to Cybersecurity, Digital Forensics"
903,"AI, Machine Learning",Software Developer,"Introduction to Cybersecurity, Digital Forensics"
904,Signal Processing,Embedded Systems Engineer,"Introduction to Cybersecurity, Digital Forensics"
905,Robotics,Cybersecurity Analyst,"Database Management Systems, Systems Analysis and Design"
906,Cybersecurity,Database Administrator,"Introduction to Embedded Systems, Robotics"
907,Environmental Engineering,Data Scientist,"Principles of Digital Design, VLSI Design"
908,Environmental Engineering,Database Administrator,"Computer Science I, Computer Science II"
909,Biochemical Engineering,Robotics Engineer,"Data Mining for Business Intelligence, Machine Learning"
910,Data Science,Signal Processing Engineer,"Computer Science I, Computer Science II"
911,Cybersecurity,Robotics Engineer,"Introduction to Embedded Systems, Robotics"
912,Software Development,AI Specialist,"Software and Hardware Concepts, Data Structures"
913,Data Science,Biochemical Engineer,"Signal Processing, Analog and Digital Communication"
914,Database Management,Biochemical Engineer,"Signal Processing, Analog and Digital Communication"
915,Environmental Engineering,Database Administrator,"Environmental Engineering, Water Quality Control"
916,Software Development,Robotics Engineer,"Database Management Systems, Systems Analysis and Design"
917,Data Science,Environmental Engineer,"Introduction to Cybersecurity, Digital Forensics"
918,Database Management,Environmental Engineer,"Principles of Digital Design, VLSI Design"
919,Data Science,Signal Processing Engineer,"Data Mining for Business Intelligence, Machine Learning"
920,"AI, Machine Learning",Cybersecurity Analyst,"Biochemical Engineering, Process Design"
921,Signal Processing,Biochemical Engineer,"Environmental Engineering, Water Quality Control"
922,Signal Processing,AI Specialist,"Database Management Systems, Systems Analysis and Design"
923,Data Science,Biochemical Engineer,"Introduction to Cybersecurity, Digital Forensics"
924,Database Management,Embedded Systems Engineer,"Computer Science I, Computer Science II"
925,Signal Processing,Database Administrator,"Principles of Digital Design, VLSI Design"
926,Robotics,Database Administrator,"Computer Science I, Computer Science II"
927,Data Science,Software Developer,"Introduction to Embedded Systems, Robotics"
928,Software Development,AI Specialist,"Biochemical Engineering, Process Design"
929,Biochemical Engineering,AI Specialist,"Introduction to Embedded Systems, Robotics"
930,Embedded Systems,Data Scientist,"Principles of Digital Design, VLSI Design"
931,Signal Processing,Signal Processing Engineer,"Computer Science I, Computer Science II"
932,Cybersecurity,Robotics Engineer,"Introduction to Embedded Systems, Robotics"
933,Biochemical Engineering,Software Developer,"Introduction to Cybersecurity, Digital Forensics"
934,"AI, Machine Learning",Software Developer,"Biochemical Engineering, Process Design"
935,Environmental Engineering,Environmental Engineer,"Biochemical Engineering, Process Design"
936,Cybersecurity,Cybersecurity Analyst,"Data Mining for Business Intelligence, Machine Learning"
937,Environmental Engineering,Biochemical Engineer,"Data Mining for Business Intelligence, Machine Learning"
938,Robotics,Embedded Systems Engineer,"Data Mining for Business Intelligence, Machine Learning"
939,Cybersecurity,Data Scientist,"Software and Hardware Concepts, Data Structures"
940,Environmental Engineering,Software Developer,"Data Mining for Business Intelligence, Machine Learning"
941,Biochemical Engineering,Environmental Engineer,"Signal Processing, Analog and Digital Communication"
942,Robotics,Robotics Engineer,"Database Management Systems, Systems Analysis and Design"
943,Software Development,Biochemical Engineer,"Environmental Engineering, Water Quality Control"
944,Environmental Engineering,Environmental Engineer,"Software and Hardware Concepts, Data Structures"
945,Embedded Systems,Signal Processing Engineer,"Data Mining for Business Intelligence, Machine Learning"
946,Biochemical Engineering,Embedded Systems Engineer,"Signal Processing, Analog and Digital Communication"
947,"AI, Machine Learning",Embedded Systems Engineer,"Biochemical Engineering, Process Design"
948,Software Development,Data Scientist,"Computer Science I, Computer Science II"
949,Database Management,Signal Processing Engineer,"Data Mining for Business Intelligence, Machine Learning"
950,Biochemical Engineering,Cybersecurity Analyst,"Environmental Engineering, Water Quality Control"
951,Cybersecurity,Database Administrator,"Biochemical Engineering, Process Design"
952,Software Development,Signal Processing Engineer,"Principles of Digital Design, VLSI Design"
953,Signal Processing,Database Administrator,"Introduction to Cybersecurity, Digital Forensics"
954,Environmental Engineering,Cybersecurity Analyst,"Software and Hardware Concepts, Data Structures"
955,Environmental Engineering,Software Developer,"Introduction to Embedded Systems, Robotics"
956,Database Management,Data Scientist,"Introduction to Embedded Systems, Robotics"
957,Software Development,Environmental Engineer,"Signal Processing, Analog and Digital Communication"
958,Embedded Systems,Signal Processing Engineer,"Environmental Engineering, Water Quality Control"
959,Signal Processing,Software Developer,"Computer Science I, Computer Science II"
960,Data Science,Data Scientist,"Introduction to Cybersecurity, Digital Forensics"
961,Database Management,Signal Processing Engineer,"Introduction to Cybersecurity, Digital Forensics"
962,Robotics,Software Developer,"Introduction to Embedded Systems, Robotics"
963,"AI, Machine Learning",Database Administrator,"Principles of Digital Design, VLSI Design"
964,Cybersecurity,AI Specialist,"Principles of Digital Design, VLSI Design"
965,Biochemical Engineering,Data Scientist,"Introduction to Embedded Systems, Robotics"
966,Data Science,Embedded Systems Engineer,"Database Management Systems, Systems Analysis and Design"
967,Cybersecurity,Biochemical Engineer,"Environmental Engineering, Water Quality Control"
968,Signal Processing,Software Developer,"Introduction to Cybersecurity, Digital Forensics"
969,Software Development,Data Scientist,"Environmental Engineering, Water Quality Control"
970,Data Science,Robotics Engineer,"Software and Hardware Concepts, Data Structures"
971,Embedded Systems,Software Developer,"Introduction to Cybersecurity, Digital Forensics"
972,Signal Processing,Environmental Engineer,"Database Management Systems, Systems Analysis and Design"
973,Database Management,Software Developer,"Database Management Systems, Systems Analysis and Design"
974,Database Management,Robotics Engineer,"Software and Hardware Concepts, Data Structures"
975,Signal Processing,Environmental Engineer,"Data Mining for Business Intelligence, Machine Learning"
976,Cybersecurity,Data Scientist,"Environmental Engineering, Water Quality Control"
977,Signal Processing,Data Scientist,"Computer Science I, Computer Science II"
978,Cybersecurity,Robotics Engineer,"Database Management Systems, Systems Analysis and Design"
979,"AI, Machine Learning",AI Specialist,"Introduction to Cybersecurity, Digital Forensics"
980,Biochemical Engineering,Biochemical Engineer,"Software and Hardware Concepts, Data Structures"
981,Embedded Systems,Biochemical Engineer,"Introduction to Cybersecurity, Digital Forensics"
982,Biochemical Engineering,AI Specialist,"Signal Processing, Analog and Digital Communication"
983,Robotics,Robotics Engineer,"Principles of Digital Design, VLSI Design"
984,Environmental Engineering,Software Developer,"Computer Science I, Computer Science II"
985,Robotics,Software Developer,"Database Management Systems, Systems Analysis and Design"
